AnimalID,AnimalName,AnimalType,PrimaryColor,SecondaryColor,PrimaryBreed,Sex,DOB,Age,IntakeDate,IntakeCondition,IntakeType,IntakeSubtype,IntakeReason,OutcomeDate,OutcomeType,OutcomeSubtype,OutcomeCondition,Crossing,Jurisdiction,LastUpdate
A1307581,,CAT,TABBY-GRAY,,DOMESTIC SH,SPAYED,,NO AGE,2023-07-11,FERAL,S/N CLINIC,,,2023-07-11,RTF,,FERAL,,SAN JOSE,2023-07-11
A1307582,,CAT,TABBY-ORG,WHITE,DOMESTIC SH,SPAYED,,NO AGE,2023-07-11,FERAL,S/N CLINIC,,,2023-07-11,RTF,,FERAL,,SAN JOSE,2023-07-11
A1307583,FERAL,CAT,TABBY-GRAY,WHITE,DOMESTIC SH,NEUTERED,,NO AGE,2023-07-11,FERAL,S/N CLINIC,,,2023-07-11,RTF,,FERAL,,SAN JOSE,2023-07-11
A1307584,FERAL,CAT,TABBY-GRAY,WHITE,DOMESTIC MH,NEUTERED,,NO AGE,2023-07-11,FERAL,S/N CLINIC,,,2023-07-11,RTF,,FERAL,,SAN JOSE,2023-07-11
A1307588,,DOG,BRINDLE-BN,,PIT BULL,MALE,,NO AGE,2023-07-11,HEALTHY,STRAY,OTC,,2023-07-12,RTO,,HEALTHY,BLOSSOM HILL/HALLECK DR,SAN JOSE,2023-07-12
A1307598,,OTHER,GRAY,BLACK,RACCOON,UNKNOWN,,NO AGE,2023-07-11,DEAD,DISPO REQ,FIELD,,2023-07-11,DISPOSAL,,DEAD,7400 BLOCK RAINBOW DR,CUPERTINO,2023-07-11
A1307607,,BIRD,BROWN,,FINCH,UNKNOWN,,NO AGE,2023-07-11,HEALTHY,WILDLIFE,FIELD,,2023-07-11,TRANSFER,,HEALTHY,COYOTE RD/ SCARLETT WAY,SAN JOSE,2023-07-11
A1307607,,BIRD,BROWN,,FINCH,UNKNOWN,,NO AGE,2023-08-27,DEAD,DISPO REQ,FIELD,,2023-08-27,DISPOSAL,,DEAD,WILDLIFE CENTER,SAN JOSE,2023-08-27
A1307610,PB CHOCOLATE LOVE,CAT,TABBY-BRN,,DOMESTIC LH,NEUTERED,2023-04-11,2 YEARS,2023-07-11,MED R,STRAY,OTC,,2023-07-30,ADOPTION,,BEH R,BRANHAM AND NARVAEZ,SAN JOSE,2023-07-30
A1307618,DOZER,DOG,BLACK,,GREAT DANE,NEUTERED,2023-02-14,2 YEARS,2023-07-11,HEALTHY,STRAY,OTC,,2023-09-02,ADOPTION,,,7TH STREET,,2023-09-02
A1307623,,BIRD,GRAY,BROWN,MOCKINGBIRD,UNKNOWN,,NO AGE,2023-07-11,HEALTHY,WILDLIFE,FIELD,,2023-07-11,TRANSFER,,HEALTHY,GINGER LN/DOWNING AVE,SAN JOSE,2023-07-11
A1307623,,BIRD,GRAY,BROWN,MOCKINGBIRD,UNKNOWN,,NO AGE,2023-07-19,DEAD,DISPO REQ,FIELD,,2023-07-19,DISPOSAL,,DEAD,WILDLIFE CENTER,SAN JOSE,2023-07-19
A1307635,BERTHA,DOG,BLACK,WHITE,AMER BULLDOG,SPAYED,2018-07-14,7 YEARS,2023-07-11,HEALTHY,STRAY,FIELD,,2023-07-27,ADOPTION,,HEALTHY,700 BLOCK FORESTDALE,SAN JOSE,2023-07-28
A1307635,BERTHA,DOG,BLACK,WHITE,AMER BULLDOG,SPAYED,2018-07-14,7 YEARS,2023-08-12,HEALTHY,RETURN,OTC,ALLERGIC,2023-08-19,ADOPTION,,HEALTHY,,SAN JOSE,2023-08-19
A1307642,,CAT,WHITE,,DOMESTIC SH,UNKNOWN,,NO AGE,2023-07-11,NURSING,STRAY,OTC,,2023-07-13,RESCUE,,NURSING,SANTA ROSA DR,SAN JOSE,2023-07-13
A1307643,,CAT,WHITE,,DOMESTIC SH,UNKNOWN,,NO AGE,2023-07-11,NURSING,STRAY,OTC,,2023-07-13,RESCUE,,NURSING,SANTA ROSA DR,SAN JOSE,2023-07-13
A1307644,,CAT,CALICO-DIL,WHITE,DOMESTIC SH,UNKNOWN,,NO AGE,2023-07-11,NURSING,STRAY,OTC,,2023-07-13,RESCUE,,NURSING,SANTA ROSA DR,SAN JOSE,2023-07-13
A1307652,,CAT,BROWN,,DOMESTIC SH,UNKNOWN,,NO AGE,2023-07-11,DEAD,DISPO REQ,OTC,,2023-07-11,DISPOSAL,,DEAD,LULLABY LANE / NO CROSS GIVEN,,2025-09-10
A1307655,,CAT,GRAY,,DOMESTIC SH,UNKNOWN,,NO AGE,2023-07-11,MED EMERG,STRAY,OTC,,2023-07-11,EUTH,,MED SEV,VERA LANE / CROSS STREET NOT GIVEN,,2023-07-11
A1307658,,BIRD,BLACK,,CROW,UNKNOWN,,NO AGE,2023-07-11,MED M,WILDLIFE,FIELD,,2023-07-11,TRANSFER,,MED M,14000 BLOCK LIEB CT,SAN JOSE,2023-07-11
A1307659,RAIDEN RAI,DOG,GRAY,WHITE,SIBERIAN HUSKY,NEUTERED,2021-02-15,4 YEARS,2023-07-11,HEALTHY,STRAY,OTC,,2023-08-12,ADOPTION,,HEALTHY,CROPLEY AVE/TREEWOOD LN,SAN JOSE,2023-08-12
A1307665,,DOG,GRAY,WHITE,SIBERIAN HUSKY,FEMALE,2023-03-11,2 YEARS,2023-07-11,HEALTHY,STRAY,OTC,,2023-07-17,TRANSFER,,HEALTHY,CROPLEY AVE/TREEWOOD LN,SAN JOSE,2023-07-17
A1307667,,CAT,TABBY-BRN,,DOMESTIC SH,UNKNOWN,,NO AGE,2023-07-11,MED R,STRAY,OTC,,2023-07-13,RESCUE,,NURSING,MADDEN AVE,SAN JOSE,2023-07-13
A1307677,,CAT,BROWN,WHITE,DOMESTIC LH,MALE,2023-05-11,2 YEARS,2023-07-11,MED R,STRAY,OTC,,2023-07-18,RESCUE,,MED R,SNELL AVENUE / NO CROSS STREET GIVEN,,2023-07-18
A1307678,NUTMEG,CAT,TABBY-BRN,,DOMESTIC SH,SPAYED,2023-06-11,2 YEARS,2023-07-11,NURSING,STRAY,OTC,,2023-07-12,FOSTER,,NURSING,PARK AVE,SAN JOSE,2023-07-12
A1307678,NUTMEG,CAT,TABBY-BRN,,DOMESTIC SH,SPAYED,2023-06-11,2 YEARS,2023-07-15,NURSING,FOSTER,,,2023-08-17,FOSTER,,HEALTHY,PARK AVE,SAN JOSE,2023-08-17
A1307678,NUTMEG,CAT,TABBY-BRN,,DOMESTIC SH,SPAYED,2023-06-11,2 YEARS,2023-08-22,HEALTHY,FOSTER,,,2023-08-22,ADOPTION,,HEALTHY,,SAN JOSE,2023-08-22
A1307679,GEORGE,CAT,TABBY-BRN,,DOMESTIC SH,NEUTERED,2023-06-27,2 YEARS,2023-08-22,HEALTHY,FOSTER,,,2023-08-23,ADOPTION,,HEALTHY,,SAN JOSE,2023-08-23
A1307679,GEORGE,CAT,TABBY-BRN,,DOMESTIC SH,NEUTERED,2023-06-27,2 YEARS,2023-07-15,MED R,FOSTER,,,2023-08-17,FOSTER,,HEALTHY,PARK AVE,SAN JOSE,2023-08-17
A1307679,GEORGE,CAT,TABBY-BRN,,DOMESTIC SH,NEUTERED,2023-06-27,2 YEARS,2023-07-11,MED R,STRAY,OTC,,2023-07-12,FOSTER,,NURSING,PARK AVE,SAN JOSE,2023-07-12
A1307684,,CAT,TABBY-ORG,,DOMESTIC SH,MALE,2023-04-11,2 YEARS,2023-07-11,HEALTHY,STRAY,OTC,,2023-07-25,TRANSFER,,HEALTHY,SUNNYCREST / CROSS STREET NOT GIVEN,,2023-07-25
A1307686,,DOG,TAN,,CHIHUAHUA SH,FEMALE,2011-07-14,14 YEARS,2023-07-11,MED M,STRAY,OTC,,2023-07-15,DIED,,MED M,CURTNER AND MONTEREY,SAN JOSE,2025-09-19
A1307687,,CAT,WHITE,,DOMESTIC MH,FEMALE,,NO AGE,2023-07-11,DEAD,DISPO REQ,OTC,,2023-07-11,DISPOSAL,,DEAD,,SAN JOSE,2023-07-11
A1307688,,CAT,TABBY-BUFF,,DOMESTIC SH,MALE,2023-04-11,2 YEARS,2023-07-11,HEALTHY,STRAY,OTC,,2023-07-25,TRANSFER,,HEALTHY,SUNNYCREST / CROSS STREET NOT GIVEN,,2023-07-25
A1307690,MINNIE,CAT,TABBY-BRN,,DOMESTIC SH,SPAYED,2023-05-11,2 YEARS,2023-07-11,HEALTHY,STRAY,OTC,,2023-07-11,FOSTER,,HEALTHY,MAYLAND CT,SAN JOSE,2023-07-11
A1307690,MINNIE,CAT,TABBY-BRN,,DOMESTIC SH,SPAYED,2023-05-11,2 YEARS,2023-08-04,HEALTHY,FOSTER,,,2023-08-10,ADOPTION,,HEALTHY,,SAN JOSE,2023-08-10
A1307691,SCULLY,CAT,TABBY-BRN,WHITE,DOMESTIC SH,SPAYED,2023-05-11,2 YEARS,2023-08-04,HEALTHY,FOSTER,,,2023-08-08,ADOPTION,,HEALTHY,,SAN JOSE,2023-08-08
A1307691,SCULLY,CAT,TABBY-BRN,WHITE,DOMESTIC SH,SPAYED,2023-05-11,2 YEARS,2023-07-11,HEALTHY,STRAY,OTC,,2023-07-11,FOSTER,,HEALTHY,MAYLAND CT,SAN JOSE,2023-07-11
A1307692,TATER TOT,CAT,TORTIE-B\O,,DOMESTIC SH,SPAYED,2023-05-11,2 YEARS,2023-07-11,HEALTHY,STRAY,OTC,,2023-07-11,FOSTER,,HEALTHY,MAYLAND CT,SAN JOSE,2023-08-02
A1307692,TATER TOT,CAT,TORTIE-B\O,,DOMESTIC SH,SPAYED,2023-05-11,2 YEARS,2023-08-04,HEALTHY,FOSTER,,IP ADOPT,2023-08-04,ADOPTION,,HEALTHY,,SAN JOSE,2023-08-04
A1307693,ARES,CAT,BLACK,,DOMESTIC SH,NEUTERED,2023-05-11,2 YEARS,2023-08-04,HEALTHY,FOSTER,,,2023-08-14,ADOPTION,,HEALTHY,,SAN JOSE,2023-08-14
A1307693,ARES,CAT,BLACK,,DOMESTIC SH,NEUTERED,2023-05-11,2 YEARS,2023-07-11,HEALTHY,STRAY,OTC,,2023-07-11,FOSTER,,HEALTHY,MAYLAND CT,SAN JOSE,2023-07-11
A1307695,FERAL,CAT,TORBI-BRN,,DOMESTIC SH,SPAYED,2022-07-18,3 YEARS,2023-07-11,MED R,STRAY,OTC,,2023-08-02,RTF,,FERAL,THRIFT PLACE / NO CROSS STREET GIVEN,,2023-08-02
A1307696,FERAL,CAT,CALICO-TRI,,DOMESTIC SH,SPAYED,2018-07-12,7 YEARS,2023-07-11,MED R,STRAY,OTC,,2023-08-02,RTF,,FERAL,THRIFT PLACE,,2023-08-02
A1307697,FERAL,CAT,ORANGE,,DOMESTIC SH,NEUTERED,2018-07-12,7 YEARS,2023-07-11,MED R,STRAY,OTC,,2023-08-02,RTF,,FERAL,THRIFT PLACE,SAN JOSE,2023-08-02
A1307701,,OTHER,BROWN,,BAT,UNKNOWN,,NO AGE,2023-07-11,DEAD,DISPO REQ,FIELD,,2023-07-11,DISPOSAL,,DEAD,6000 BLK CAMDEN AVE,SAN JOSE,2023-07-11
A1307703,,CAT,TABBY-BRN,,DOMESTIC SH,FEMALE,2023-06-11,4 WEEKS,2023-07-11,MED SEV,STRAY,OTC,,2023-07-12,EUTH,,MED SEV,COOLEY DR,SAN JOSE,2023-07-12
A1307707,CHIQUITO,DOG,GRAY,WHITE,PIT BULL,NEUTERED,2023-06-14,2 YEARS,2023-07-11,NURSING,STRAY,OTC,,2023-07-11,FOSTER,,NURSING,,SAN JOSE,2023-07-11
A1307707,CHIQUITO,DOG,GRAY,WHITE,PIT BULL,NEUTERED,2023-06-14,2 YEARS,2023-08-09,NURSING,FOSTER,,,2023-08-14,ADOPTION,,HEALTHY,,SAN JOSE,2023-08-14
A1307707,CHIQUITO,DOG,GRAY,WHITE,PIT BULL,NEUTERED,2023-06-14,2 YEARS,2023-10-12,HEALTHY,OWNER SUR,OTC,,2023-10-23,TRANSFER,,HEALTHY,,,2023-10-23
A1307708,CALLOWAY,DOG,GRAY,WHITE,PIT BULL,NEUTERED,2023-06-15,2 YEARS,2023-08-09,NURSING,FOSTER,,,2023-08-15,ADOPTION,,NURSING,,SAN JOSE,2023-08-15
A1307708,CALLOWAY,DOG,GRAY,WHITE,PIT BULL,NEUTERED,2023-06-15,2 YEARS,2023-07-11,NURSING,STRAY,OTC,,2023-07-11,FOSTER,,NURSING,,SAN JOSE,2023-07-11
A1307709,BLU,DOG,GRAY,,PIT BULL,SPAYED,2023-06-15,2 YEARS,2023-07-11,NURSING,STRAY,OTC,,2023-07-11,FOSTER,,NURSING,,SAN JOSE,2023-07-11
A1307709,BLU,DOG,GRAY,,PIT BULL,SPAYED,2023-06-15,2 YEARS,2023-08-09,NURSING,FOSTER,,,2023-08-15,ADOPTION,,HEALTHY,,SAN JOSE,2023-08-15
A1307711,LYRIQ,DOG,GRAY,WHITE,PIT BULL,SPAYED,2023-06-14,2 YEARS,2023-08-09,NURSING,FOSTER,,,2023-08-14,ADOPTION,,HEALTHY,,SAN JOSE,2023-08-14
A1307711,LYRIQ,DOG,GRAY,WHITE,PIT BULL,SPAYED,2023-06-14,2 YEARS,2023-07-11,NURSING,STRAY,OTC,,2023-07-11,FOSTER,,NURSING,,SAN JOSE,2023-07-11
A1307712,,CAT,ORANGE,,DOMESTIC SH,UNKNOWN,,NO AGE,2023-07-11,MED SEV,STRAY,OTC,,2023-07-11,EUTH,,MED SEV,SOUTH 7TH ST,SAN JOSE,2023-07-11
A1307718,,CAT,BUFF,,SIAMESE,FEMALE,2023-04-11,2 YEARS,2023-07-11,HEALTHY,STRAY,FOUND,,2023-11-12,FOUND ANIM,,HEALTHY,ALUM ROCK/PICKFORD AVENUE,,2025-09-22
A1307722,TOMA,CAT,WHITE,GRAY,DOMESTIC LH,SPAYED,2023-06-26,2 YEARS,2023-07-11,MED R,STRAY,OTC,,2023-07-13,FOSTER,,NURSING,SUZAY CT / NISICH DR,SAN JOSE,2023-08-05
A1307722,TOMA,CAT,WHITE,GRAY,DOMESTIC LH,SPAYED,2023-06-26,2 YEARS,2023-09-11,MED R,FOSTER,,IP ADOPT,2023-09-25,ADOPTION,,HEALTHY,,SAN JOSE,2023-09-25
A1307737,,CAT,GRAY,,DOMESTIC SH,MALE,2023-06-06,2 YEARS,2023-07-11,NURSING,STRAY,OTC,,2023-07-12,TRANSFER,,NURSING,RAINVIEW DR,SAN JOSE,2023-07-12
A1307738,,CAT,GRAY,,DOMESTIC SH,MALE,2023-06-06,2 YEARS,2023-07-11,NURSING,STRAY,OTC,,2023-07-12,TRANSFER,,NURSING,RAINVIEW DR,SAN JOSE,2023-07-12
A1307739,,CAT,GRAY,,DOMESTIC SH,FEMALE,2023-06-06,2 YEARS,2023-07-11,NURSING,STRAY,OTC,,2023-07-16,TRANSFER,,NURSING,RAINVIEW DR,SAN JOSE,2023-07-16
A1307740,,CAT,TABBY-ORG,,DOMESTIC SH,MALE,2023-06-06,2 YEARS,2023-07-11,NURSING,STRAY,OTC,,2023-07-16,TRANSFER,,NURSING,RAINVIEW DR,SAN JOSE,2023-07-16
A1307754,,CAT,TABBY-BRN,,DOMESTIC SH,UNKNOWN,,NO AGE,2023-07-11,DEAD,DISPO REQ,OTC,,2023-07-11,DISPOSAL,,DEAD,FLINTWELL WAY/MONTEREY HWY,SAN JOSE,2023-07-11
A1307755,,BIRD,BROWN,,FINCH,UNKNOWN,,NO AGE,2023-07-11,HEALTHY,WILDLIFE,OTC,,2023-07-12,DIED,,HEALTHY,VIRGINIA AVE,SAN JOSE,2025-09-11
A1307756,,DOG,BROWN,WHITE,PIT BULL,UNKNOWN,,NO AGE,2023-07-11,DEAD,DISPO REQ,OTC OWNED,,2023-07-11,DISPOSAL,,DEAD,,SAN JOSE,2023-07-11
A1307761,DOJA CAT,CAT,TABBY-BRN,,DOMESTIC SH,SPAYED,2023-05-27,2 YEARS,2023-07-11,MED R,STRAY,OTC,,2023-08-06,ADOPTION,,HEALTHY,BERMUDA WAY,SAN JOSE,2023-08-06
A1307764,,CAT,TORTIE-B\O,,DOMESTIC SH,MALE,2023-06-11,4 WEEKS,2023-07-10,DEAD,DISPO REQ,MEDVET,,2023-07-11,DISPOSAL,,DEAD,300 BLOCK MERIDIAN AVE,SAN JOSE,2023-07-11
A1307767,,DOG,WHITE,TAN,CHIHUAHUA SH,UNKNOWN,,NO AGE,2023-07-10,HEALTHY,STRAY,OTC,,2023-07-13,TRANSFER,,HEALTHY,AMES AVE/MADDIES WAY,MILPITAS,2023-07-16
A1307768,,DOG,BROWN,WHITE,CHIHUAHUA SH,FEMALE,2007-07-11,16 YEARS,2023-07-11,DEAD,DISPO REQ,OTC OWNED,,2023-07-11,DISPOSAL,,DEAD,,COUNTY,2023-07-11
A1307770,,CAT,GRAY,WHITE,DOMESTIC MH,UNKNOWN,2023-05-01,2 YEARS,2023-07-07,HEALTHY,STRAY,OTC,,2023-07-10,TRANSFER,,HEALTHY,AMES AVE/MADDIES WAY,MILPITAS,2023-07-11
A1307771,,CAT,TABBY-BRN,,DOMESTIC SH,UNKNOWN,2023-05-01,2 YEARS,2023-07-07,HEALTHY,STRAY,OTC,,2023-07-10,TRANSFER,,HEALTHY,AMES AVE/MADDIES WAY,MILPITAS,2023-07-11
A1307772,,CAT,BLACK,,DOMESTIC MH,UNKNOWN,2023-05-01,2 YEARS,2023-07-07,HEALTHY,STRAY,OTC,,2023-07-10,TRANSFER,,HEALTHY,AMES AVE/MADDIES WAY,MILPITAS,2023-07-11
A1307773,,CAT,BLACK,,DOMESTIC SH,UNKNOWN,2023-05-01,2 YEARS,2023-07-07,HEALTHY,STRAY,OTC,,2023-07-10,TRANSFER,,HEALTHY,AMES AVE/MADDIES WAY,MILPITAS,2023-07-11
A1307774,,CAT,TABBY-GRAY,,DOMESTIC SH,UNKNOWN,2023-05-01,2 YEARS,2023-07-07,HEALTHY,STRAY,OTC,,2023-07-10,TRANSFER,,HEALTHY,AMES AVE/MADDIES WAY,MILPITAS,2023-07-11
A1307776,DUCHESS,DOG,GOLD,WHITE,CHIHUAHUA LH,FEMALE,2022-11-12,3 YEARS,2023-07-11,HEALTHY,OWNER SUR,FIELD,,2023-07-17,RESCUE,,HEALTHY,,SAN JOSE,2023-07-17
A1307777,PRINCESS,DOG,GOLD,WHITE,CHIHUAHUA LH,FEMALE,2023-03-14,2 YEARS,2023-07-11,HEALTHY,OWNER SUR,FIELD,,2023-07-17,RESCUE,,HEALTHY,,SAN JOSE,2023-07-17
A1307778,WOOSH WOO,DOG,GOLD,WHITE,CHIHUAHUA SH,SPAYED,2019-07-16,6 YEARS,2023-07-11,BEH M,OWNER SUR,FIELD,,2023-09-12,ADOPTION,,HEALTHY,,SAN JOSE,2023-09-12
A1307779,CHIQUITA,DOG,GOLD,,CHIHUAHUA SH,SPAYED,2019-07-16,6 YEARS,2023-07-11,HEALTHY,OWNER SUR,FIELD,,2023-08-20,ADOPTION,,HEALTHY,,SAN JOSE,2023-08-20
A1307780,SADIE,DOG,WHITE,BLACK,CHIHUAHUA SH,SPAYED,2019-07-16,6 YEARS,2023-07-11,MED M,OWNER SUR,FIELD,,2023-09-12,ADOPTION,,HEALTHY,,SAN JOSE,2023-09-12
A1307781,,DOG,TAN,,PUG,FEMALE,2015-07-15,10 YEARS,2023-07-12,HEALTHY,CONFISCATE,POLICE,,2023-07-27,RESCUE,,HEALTHY,,SAN JOSE,2023-07-27
A1307786,,CAT,BROWN,WHITE,DOMESTIC SH,UNKNOWN,,NO AGE,2023-07-12,HEALTHY,STRAY,OTC,,2023-07-13,RESCUE,,NURSING,WINTERPARK/OCOLA,,2023-07-13
A1307787,FERAL,CAT,WHITE,GRAY,DOMESTIC MH,NEUTERED,,NO AGE,2023-07-12,FERAL,S/N CLINIC,,,2023-07-12,RTF,,FERAL,,SAN JOSE,2023-07-12
A1307788,FERAL,CAT,TABBY-GRAY,,DOMESTIC SH,SPAYED,,NO AGE,2023-07-12,FERAL,S/N CLINIC,,,2023-07-12,RTF,,FERAL,,SAN JOSE,2023-07-12
A1307789,FERAL,CAT,TABBY-GRAY,,DOMESTIC SH,SPAYED,2022-07-12,3 YEARS,2023-07-12,FERAL,S/N CLINIC,,,2023-07-12,RTF,,HEALTHY,,SAN JOSE,2023-07-12
A1307790,FERAL,CAT,PT-LILAC,,DOMESTIC SH,NEUTERED,,NO AGE,2023-07-12,FERAL,S/N CLINIC,,,2023-07-12,RTF,,HEALTHY,,SAN JOSE,2023-07-12
A1307791,FERAL,CAT,GRAY,WHITE,DOMESTIC SH,SPAYED,,NO AGE,2023-07-12,FERAL,S/N CLINIC,,,2023-07-12,RTF,,FERAL,,SAN JOSE,2024-12-26
A1307792,FERAL,CAT,TABBY-BRN,,DOMESTIC SH,SPAYED,,NO AGE,2023-07-12,FERAL,S/N CLINIC,,,2023-07-12,RTF,,FERAL,,SAN JOSE,2023-07-12
A1307793,FERAL,CAT,TABBY-BRN,,DOMESTIC SH,NEUTERED,,NO AGE,2023-07-12,FERAL,S/N CLINIC,,,2023-07-12,RTF,,FERAL,,SAN JOSE,2023-07-12
A1307794,FERAL,CAT,BLACK,WHITE,DOMESTIC SH,NEUTERED,,NO AGE,2023-07-12,FERAL,S/N CLINIC,,,2023-07-12,RTF,,FERAL,,CUPERTINO,2023-07-12
A1307795,FERAL,CAT,BLACK,WHITE,DOMESTIC MH,NEUTERED,,NO AGE,2023-07-12,FERAL,S/N CLINIC,,,2023-07-12,RTF,,FERAL,,SAN JOSE,2023-07-12
A1307796,FERAL,CAT,TABBY-BRN,,DOMESTIC LH,SPAYED,,NO AGE,2023-07-12,FERAL,S/N CLINIC,,,2023-07-12,RTF,,FERAL,,SAN JOSE,2024-12-26
A1307799,,BIRD,GRAY,,FINCH,UNKNOWN,,NO AGE,2023-07-11,MED SEV,WILDLIFE,FIELD,,2023-07-12,DIED,,MED SEV,DE MILLIE AND LESLIE DR,SAN JOSE,2025-09-19
A1307802,,CAT,TABBY-ORG,,DOMESTIC SH,MALE,2023-06-03,2 YEARS,2023-07-12,MED R,STRAY,MEDVET,,2023-08-14,TRANSFER,,MED M,CAPITOL AVE/ALUM ROCK AVE,SAN JOSE,2023-08-14
A1307803,,CAT,CALICO-TRI,,DOMESTIC SH,FEMALE,,NO AGE,2023-07-12,MED M,STRAY,OTC,,2023-07-12,TRANSFER,,NURSING,MILLBROOK DR REMINGTON WAY,SAN JOSE,2023-07-12
A1307813,,DOG,BROWN,WHITE,ENG BULLDOG,MALE,2021-07-12,2 YEARS,2023-07-12,DEAD,DISPO REQ,OTC OWNED,,2023-07-12,DISPOSAL,,DEAD,,,2023-07-12
A1307814,,DOG,TAN,,CHIHUAHUA SH,MALE,2023-02-13,2 YEARS,2023-07-12,MED R,STRAY,OTC,,2023-07-19,TRANSFER,,MED R,VISTA PARK AND CAPITAL EXPW,SAN JOSE,2023-07-19
A1307815,PRINCESS PEACH,DOG,BLACK,WHITE,PIT BULL,FEMALE,2022-12-16,3 YEARS,2023-07-12,HEALTHY,OWNER SUR,FIELD,,2023-07-20,TRANSFER,,HEALTHY,,SAN JOSE,2023-07-20
A1307816,SPARTACUS,DOG,GRAY,WHITE,PIT BULL,MALE,2022-12-16,3 YEARS,2023-07-12,HEALTHY,OWNER SUR,FIELD,,2023-07-20,TRANSFER,,HEALTHY,,SAN JOSE,2023-07-20
A1307817,POPSICLE,DOG,BLACK,WHITE,PIT BULL,FEMALE,2022-12-12,3 YEARS,2023-07-12,HEALTHY,OWNER SUR,FIELD,,2023-07-20,TRANSFER,,HEALTHY,,SAN JOSE,2023-07-20
A1307819,GORDA,DOG,TRICOLOR,,CHIHUAHUA SH,SPAYED,2018-07-12,7 YEARS,2023-07-12,HEALTHY,OWNER SUR,FIELD,,2023-07-31,ADOPTION,,HEALTHY,,SAN JOSE,2023-07-31
A1307820,SARAGLI (NIK),CAT,BLACK,BLACK,DOMESTIC SH,SPAYED,2023-05-12,2 YEARS,2023-07-12,MED R,STRAY,OTC,IP ADOPT,2023-08-12,ADOPTION,,HEALTHY,CATHAY DR,SAN JOSE,2023-08-12
A1307821,,OTHER,WHITE,,OPOSSUM,UNKNOWN,,NO AGE,2023-07-12,MED R,WILDLIFE,FIELD,,2023-07-12,TRANSFER,,MED R,4700 BLOCK BORINA DR,SAN JOSE,2023-07-12
A1307824,,BIRD,BLACK,,CROW,UNKNOWN,,NO AGE,2023-07-12,DEAD,DISPO REQ,FIELD,,2023-07-12,DISPOSAL,,DEAD,19700 BLOCK DRAKE DR,CUPERTINO,2023-07-12
A1307825,HONDO,DOG,BROWN,BLACK,GERM SHEPHERD,NEUTERED,2022-11-12,3 YEARS,2023-07-12,MED R,STRAY,OTC,,2023-10-13,FOSTER,,HEALTHY,COYOTE RD/SNOW DR,SAN JOSE,2023-11-17
A1307825,HONDO,DOG,BROWN,BLACK,GERM SHEPHERD,NEUTERED,2022-11-12,3 YEARS,2023-11-16,MED R,FOSTER,,,2023-11-18,ADOPTION,,MED R,,SAN JOSE,2023-11-18
A1307827,,CAT,TABBY-GRAY,,DOMESTIC SH,FEMALE,2021-07-18,4 YEARS,2023-07-12,NURSING,STRAY,OTC,,2023-07-19,TRANSFER,,HEALTHY,S 11TH ST / KEYES ST,SAN JOSE,2023-07-19
A1307828,,OTHER,GREEN,,TURTLE,UNKNOWN,,NO AGE,2023-07-12,MED M,STRAY,OTC,,2023-07-24,TRANSFER,,HEALTHY,500 BLOCK SANDERS AVE X KRAMERER AVE,SAN JOSE,2023-07-24
A1307829,,DOG,BLACK,,GERM SHEPHERD,MALE,2023-07-12,2 YEARS,2023-07-12,NURSING,STRAY,,,2023-08-13,TRANSFER,,NURSING,,SAN JOSE,2023-08-13
A1307830,,DOG,BLACK,,GERM SHEPHERD,FEMALE,2023-07-12,2 YEARS,2023-07-12,NURSING,STRAY,,,2023-08-13,TRANSFER,,NURSING,,SAN JOSE,2023-08-13
A1307831,,DOG,BLACK,BROWN,GERM SHEPHERD,FEMALE,2023-07-12,2 YEARS,2023-07-12,NURSING,STRAY,,,2023-08-13,TRANSFER,,NURSING,,SAN JOSE,2023-08-13
A1307832,,DOG,BLACK,,GERM SHEPHERD,UNKNOWN,2023-07-12,3 WEEKS,2023-07-12,NURSING,STRAY,,,2023-07-30,DIED,,NURSING,,SAN JOSE,2023-07-30
A1307833,,DOG,BLACK,,GERM SHEPHERD,FEMALE,2023-07-12,2 YEARS,2023-07-12,NURSING,STRAY,,,2023-08-13,TRANSFER,,NURSING,,SAN JOSE,2023-08-13
A1307834,,DOG,BLACK,,GERM SHEPHERD,FEMALE,2023-07-12,2 YEARS,2023-07-12,NURSING,STRAY,,,2023-08-13,TRANSFER,,NURSING,,SAN JOSE,2023-08-13
A1307835,,DOG,BLACK,,GERM SHEPHERD,FEMALE,2023-07-12,2 YEARS,2023-07-12,NURSING,STRAY,,,2023-08-13,TRANSFER,,NURSING,,SAN JOSE,2023-08-13
A1307836,,CAT,ORANGE,,DOMESTIC MH,NEUTERED,2013-07-12,10 YEARS,2023-07-12,MED SEV,STRAY,OTC,,2023-07-13,DIED,,MED SEV,SAN ANDREAS AVE/ SAN CLEMENTE AVE,SAN JOSE,2023-07-13
A1307838,,DOG,BROWN,WHITE,SHIH TZU,FEMALE,,NO AGE,2023-07-12,MED M,STRAY,OTC,,2023-07-13,EUTH,,MED SEV,2900 BLOCK E CAPITOL EXPY TULLY RD,SAN JOSE,2023-08-30
A1307839,,CAT,TABBY-BRN,,DOMESTIC SH,UNKNOWN,,NO AGE,2023-07-12,DEAD,DISPO REQ,FIELD,,2023-07-12,DISPOSAL,,DEAD,DEMPSEY RD/ DAVID LN,MILPITAS,2023-07-12
